architecture,dataset,noise,alpha,run_id,loss,prefix_length,sampling_strategy,train_accuracy,test_accuracy,train_distance,test_distance,train_similarity_scaled,test_similarity_scaled,train_satisfiability,test_satisfiability,nr_epochs,training_time
transformer,BPIC_2020_travel,40,0.75,4,LLL,7,temperature,0.7505063657,0.9238949021,3.5531531532,0.7109589041,0.7517631472,0.9420548594,0.0630630627,0.9931507111,547,173.6583160437
transformer,BPIC_2020_travel,40,0.75,4,LLL,7,greedy,0.7505063657,0.9238949021,3.5009009009,0.5534246575,0.7569435362,0.957497742,0.0642642677,0.9958904386,547,173.6583160437
transformer,BPIC_2020_travel,40,0.75,5,baseline,5,temperature,0.9154610325,0.916805774,1.6570570571,3.6232876712,0.8614325103,0.6873524507,0.0636636615,0.6520547867,789,191.3373951511
transformer,BPIC_2020_travel,40,0.75,5,baseline,5,greedy,0.9154610325,0.916805774,1.4708708709,3.2753424658,0.8768582075,0.7201404289,0.0702702701,0.8191781044,789,191.3373951511
transformer,BPIC_2020_travel,40,0.75,5,baseline,6,temperature,0.9154610325,0.916805774,0.8228228228,1.9273972603,0.9317827784,0.8402396913,0.0492492504,0.7205479741,789,191.3373951511
transformer,BPIC_2020_travel,40,0.75,5,baseline,6,greedy,0.9154610325,0.916805774,0.7309309309,1.5205479452,0.9404591208,0.8789507116,0.0552552566,0.7945205569,789,191.3373951511
transformer,BPIC_2020_travel,40,0.75,5,baseline,7,temperature,0.9154610325,0.916805774,0.387987988,0.8369863014,0.9681571281,0.9338213912,0.046846848,0.8726027608,789,191.3373951511
transformer,BPIC_2020_travel,40,0.75,5,baseline,7,greedy,0.9154610325,0.916805774,0.3207207207,0.6808219178,0.9739246834,0.9478225146,0.0498498529,0.8575342894,789,191.3373951511
transformer,BPIC_2020_travel,40,0.75,5,GLL,5,temperature,0.8857060163,0.9257422934,2.6798798799,3.3684931507,0.7773062619,0.7082779317,0.1597597599,0.9232876897,595,2326.479041181
transformer,BPIC_2020_travel,40,0.75,5,GLL,5,greedy,0.8857060163,0.9257422934,2.436036036,3.0246575342,0.797261644,0.7399174546,0.1813813895,0.9876712561,595,2326.479041181
transformer,BPIC_2020_travel,40,0.75,5,GLL,6,temperature,0.8857060163,0.9257422934,1.7045045045,1.9095890411,0.861338893,0.8427458078,0.1231231242,0.9575342536,595,2326.479041181
transformer,BPIC_2020_travel,40,0.75,5,GLL,6,greedy,0.8857060163,0.9257422934,1.4522522523,1.4863013699,0.8817809909,0.8809509269,0.1309309304,0.994520545,595,2326.479041181
transformer,BPIC_2020_travel,40,0.75,5,GLL,7,temperature,0.8857060163,0.9257422934,1.0864864865,0.5589041096,0.9131876906,0.9545097219,0.1051051095,0.9931507111,595,2326.479041181
transformer,BPIC_2020_travel,40,0.75,5,GLL,7,greedy,0.8857060163,0.9257422934,0.8708708709,0.3671232877,0.9306674908,0.9711775637,0.1093093157,0.9917808771,595,2326.479041181
transformer,BPIC_2020_travel,40,0.75,5,LLL,5,temperature,0.7493730717,0.9199163069,5.1333333333,3.4931506849,0.6197676721,0.7006181363,0.106306307,0.9931507111,588,186.3150676568
transformer,BPIC_2020_travel,40,0.75,5,LLL,5,greedy,0.7493730717,0.9199163069,4.9645645646,3.101369863,0.6352640255,0.7351674161,0.0972972959,0.9958904386,588,186.3150676568
transformer,BPIC_2020_travel,40,0.75,5,LLL,6,temperature,0.7493730717,0.9199163069,4.2348348348,1.8397260274,0.6928185631,0.8505066912,0.07627628,0.9904109836,588,186.3150676568
transformer,BPIC_2020_travel,40,0.75,5,LLL,6,greedy,0.7493730717,0.9199163069,4.1867867868,1.3753424658,0.6970883829,0.8903457618,0.0732732713,0.9958904386,588,186.3150676568
transformer,BPIC_2020_travel,40,0.75,5,LLL,7,temperature,0.7493730717,0.9199163069,3.3717717718,0.7178082192,0.760195308,0.9428657445,0.0642642677,0.994520545,588,186.3150676568
transformer,BPIC_2020_travel,40,0.75,5,LLL,7,greedy,0.7493730717,0.9199163069,3.2840840841,0.6356164384,0.7657953318,0.9508325113,0.0636636615,0.9972602725,588,186.3150676568
transformer,BPIC_2020_travel,40,0.75,6,baseline,5,temperature,0.9089506158,0.9146022399,1.9057057057,3.6904109589,0.8412038049,0.682340818,0.0546546578,0.6260274053,741,179.4215212823
transformer,BPIC_2020_travel,40,0.75,6,baseline,5,greedy,0.9089506158,0.9146022399,1.7111111111,3.1438356164,0.8578980889,0.731785391,0.0756756812,0.8945205808,741,179.4215212823
transformer,BPIC_2020_travel,40,0.75,6,baseline,6,temperature,0.9089506158,0.9146022399,1.0132132132,1.9616438356,0.9174430538,0.8388401329,0.0552552566,0.7506849766,741,179.4215212823
transformer,BPIC_2020_travel,40,0.75,6,baseline,6,greedy,0.9089506158,0.9146022399,0.8504504505,1.5698630137,0.929332837,0.8741641405,0.0510510504,0.8479452133,741,179.4215212823
transformer,BPIC_2020_travel,40,0.75,6,baseline,7,temperature,0.9089506158,0.9146022399,0.5453453453,0.7082191781,0.9560253779,0.9436697565,0.0462462455,0.8931506872,741,179.4215212823
transformer,BPIC_2020_travel,40,0.75,6,baseline,7,greedy,0.9089506158,0.9146022399,0.4372372372,0.6315068493,0.9643847219,0.9514800672,0.0492492504,0.9136986732,741,179.4215212823
transformer,BPIC_2020_travel,40,0.75,6,GLL,5,temperature,0.8836323332,0.9217303246,3.0636636637,3.4410958904,0.7467678019,0.7051757033,0.1603603661,0.9232876897,547,2139.116904851
transformer,BPIC_2020_travel,40,0.75,6,GLL,5,greedy,0.8836323332,0.9217303246,2.6510510511,3.1068493151,0.7802990633,0.735198913,0.1765765846,0.9520547986,547,2139.116904851
transformer,BPIC_2020_travel,40,0.75,6,GLL,6,temperature,0.8836323332,0.9217303246,1.9957957958,1.8561643836,0.8379091813,0.8478347471,0.1267267317,0.9383561611,547,2139.116904851
transformer,BPIC_2020_travel,40,0.75,6,GLL,6,greedy,0.8836323332,0.9217303246,1.7603603604,1.798630137,0.8567058068,0.8555240147,0.1297297329,0.9424657822,547,2139.116904851
transformer,BPIC_2020_travel,40,0.75,6,GLL,7,temperature,0.8836323332,0.9217303246,1.2048048048,0.6,0.9030002775,0.9529634387,0.1039039046,0.9780822396,547,2139.116904851
transformer,BPIC_2020_travel,40,0.75,6,GLL,7,greedy,0.8836323332,0.9217303246,0.9765765766,0.4260273973,0.9218282929,0.9665570416,0.1045045108,0.9739726186,547,2139.116904851
transformer,BPIC_2020_travel,40,0.75,6,LLL,5,temperature,0.7493007293,0.9208567043,4.7597597598,3.3876712329,0.6351465744,0.7086854161,0.0978979021,0.9972602725,582,178.9477311759
transformer,BPIC_2020_travel,40,0.75,6,LLL,5,greedy,0.7493007293,0.9208567043,4.603003003,3.1150684932,0.6483346306,0.7322234423,0.0996997058,0.9958904386,582,178.9477311759
transformer,BPIC_2020_travel,40,0.75,6,LLL,6,temperature,0.7493007293,0.9208567043,3.803003003,1.8876712329,0.7077292292,0.8453666331,0.0738738775,0.994520545,582,178.9477311759
transformer,BPIC_2020_travel,40,0.75,6,LLL,6,greedy,0.7493007293,0.9208567043,3.7399399399,1.397260274,0.7146923052,0.8870499469,0.0744744763,0.9958904386,582,178.9477311759
transformer,BPIC_2020_travel,40,0.75,6,LLL,7,temperature,0.7493007293,0.9208567043,2.8438438438,0.702739726,0.7854252883,0.9431997757,0.0642642677,0.9931507111,582,178.9477311759
transformer,BPIC_2020_travel,40,0.75,6,LLL,7,greedy,0.7493007293,0.9208567043,2.8498498498,0.6178082192,0.7868614571,0.9515651451,0.0630630627,0.9917808771,582,178.9477311759
transformer,BPIC_2020_travel,40,0.75,7,baseline,5,temperature,0.9185956739,0.9208567093,1.6594594595,3.5369863014,0.8618907509,0.695368898,0.048648648,0.6452054977,987,239.2751902211
transformer,BPIC_2020_travel,40,0.75,7,baseline,5,greedy,0.9185956739,0.9208567093,1.3507507508,3.195890411,0.8870005006,0.7263353235,0.0732732713,0.8794520497,987,239.2751902211
transformer,BPIC_2020_travel,40,0.75,7,baseline,6,temperature,0.9185956739,0.9208567093,0.806006006,1.9493150685,0.9341127676,0.8386990549,0.0576576591,0.7369863391,987,239.2751902211
transformer,BPIC_2020_travel,40,0.75,7,baseline,6,greedy,0.9185956739,0.9208567093,0.6642642643,1.5178082192,0.9457122942,0.8778439262,0.0594594628,0.8753424883,987,239.2751902211
transformer,BPIC_2020_travel,40,0.75,7,baseline,7,temperature,0.9185956739,0.9208567093,0.3963963964,0.8273972603,0.9685458813,0.9334641916,0.0474474505,0.8671233058,987,239.2751902211
transformer,BPIC_2020_travel,40,0.75,7,baseline,7,greedy,0.9185956739,0.9208567093,0.3369369369,0.6739726027,0.9731447912,0.94824404,0.048648648,0.9136986732,987,239.2751902211
transformer,BPIC_2020_travel,40,0.75,7,GLL,5,temperature,0.8958092222,0.9192597022,2.7363363363,3.6246575342,0.77429459,0.6890799124,0.1735735834,0.9273973107,568,2221.7858412769
transformer,BPIC_2020_travel,40,0.75,7,GLL,5,greedy,0.8958092222,0.9192597022,2.351951952,3.2438356164,0.8065152118,0.7221437184,0.1795795858,0.9712328911,568,2221.7858412769
transformer,BPIC_2020_travel,40,0.75,7,GLL,6,temperature,0.8958092222,0.9192597022,1.7387387387,1.8890410959,0.8587913278,0.8461626613,0.1309309304,0.9575342536,568,2221.7858412769
transformer,BPIC_2020_travel,40,0.75,7,GLL,6,greedy,0.8958092222,0.9192597022,1.3333333333,1.4780821918,0.8914255718,0.8824299054,0.1243243292,0.9657534361,568,2221.7858412769
transformer,BPIC_2020_travel,40,0.75,7,GLL,7,temperature,0.8958092222,0.9192597022,1.0570570571,0.8315068493,0.9160225695,0.9326634491,0.1033033058,0.9712328911,568,2221.7858412769
transformer,BPIC_2020_travel,40,0.75,7,GLL,7,greedy,0.8958092222,0.9192597022,0.8564564565,0.5575342466,0.9315950606,0.9555767402,0.1039039046,0.9726027846,568,2221.7858412769
transformer,BPIC_2020_travel,40,0.75,7,LLL,5,temperature,0.7543402756,0.9253416608,4.7597597598,3.4575342466,0.6373683485,0.6999931677,0.1045045108,0.9958904386,568,164.3775004959
transformer,BPIC_2020_travel,40,0.75,7,LLL,5,greedy,0.7543402756,0.9253416608,4.6804804805,3.0821917808,0.6469543731,0.7359352181,0.1021021008,0.9958904386,568,164.3775004959
transformer,BPIC_2020_travel,40,0.75,7,LLL,6,temperature,0.7543402756,0.9253416608,3.9285285285,1.9315068493,0.7046269303,0.8416246503,0.0756756812,0.9917808771,568,164.3775004959
transformer,BPIC_2020_travel,40,0.75,7,LLL,6,greedy,0.7543402756,0.9253416608,3.7765765766,1.3671232877,0.7163579276,0.8902180927,0.0738738775,0.994520545,568,164.3775004959
transformer,BPIC_2020_travel,40,0.75,7,LLL,7,temperature,0.7543402756,0.9253416608,2.9891891892,0.7410958904,0.7795474925,0.939355485,0.0642642677,0.9972602725,568,164.3775004959
transformer,BPIC_2020_travel,40,0.75,7,LLL,7,greedy,0.7543402756,0.9253416608,2.9159159159,0.5561643836,0.7845368949,0.9566666461,0.062462464,0.9972602725,568,164.3775004959
transformer,BPIC_2020_travel,40,0.75,8,baseline,5,temperature,0.9137490458,0.9240395725,1.7687687688,3.6287671233,0.8517102503,0.6872892809,0.0510510504,0.6438356042,683,165.3280011676
transformer,BPIC_2020_travel,40,0.75,8,baseline,5,greedy,0.9137490458,0.9240395725,1.5405405405,3.1808219178,0.8714781064,0.7292211939,0.0726726726,0.8849315047,683,165.3280011676
transformer,BPIC_2020_travel,40,0.75,8,baseline,6,temperature,0.9137490458,0.9240395725,0.9051051051,1.9109589041,0.9263103721,0.840753851,0.0456456468,0.7589041591,683,165.3280011676
transformer,BPIC_2020_travel,40,0.75,8,baseline,6,greedy,0.9137490458,0.9240395725,0.8048048048,1.4876712329,0.9342342222,0.8798040875,0.0558558553,0.8534246683,683,165.3280011676
transformer,BPIC_2020_travel,40,0.75,8,baseline,7,temperature,0.9137490458,0.9240395725,0.4342342342,0.7671232877,0.9649256658,0.9397522263,0.048648648,0.8986301422,683,165.3280011676
transformer,BPIC_2020_travel,40,0.75,8,baseline,7,greedy,0.9137490458,0.9240395725,0.3675675676,0.5643835616,0.9702517213,0.9568563046,0.0480480492,0.9136986732,683,165.3280011676
transformer,BPIC_2020_travel,40,0.75,8,GLL,5,temperature,0.8927469143,0.9205339601,2.7705705706,3.3780821918,0.7699163451,0.7087084144,0.1663663685,0.9369863272,625,2446.6237615701
transformer,BPIC_2020_travel,40,0.75,8,GLL,5,greedy,0.8927469143,0.9205339601,2.4312312312,3.2178082192,0.7992829779,0.7247976194,0.1669669747,0.9876712561,625,2446.6237615701
transformer,BPIC_2020_travel,40,0.75,8,GLL,6,temperature,0.8927469143,0.9205339601,1.6804804805,1.7136986301,0.8637412413,0.8595198841,0.1189189255,0.9657534361,625,2446.6237615701
transformer,BPIC_2020_travel,40,0.75,8,GLL,6,greedy,0.8927469143,0.9205339601,1.3591591592,1.4726027397,0.8891750372,0.8830852272,0.1117117107,0.9890411496,625,2446.6237615701
transformer,BPIC_2020_travel,40,0.75,8,GLL,7,temperature,0.8927469143,0.9205339601,0.9339339339,0.6547945205,0.9246685202,0.9467705055,0.0960960984,0.9904109836,625,2446.6237615701
transformer,BPIC_2020_travel,40,0.75,8,GLL,7,greedy,0.8927469143,0.9205339601,0.784984985,0.5397260274,0.9368371982,0.9571966331,0.093693696,0.9849315286,625,2446.6237615701
transformer,BPIC_2020_travel,40,0.75,8,LLL,5,temperature,0.7469135832,0.9237502267,5.1369369369,3.5424657534,0.6228269515,0.6969268327,0.1033033058,0.9972602725,621,178.4558975161
transformer,BPIC_2020_travel,40,0.75,8,LLL,5,greedy,0.7469135832,0.9237502267,5.0834834835,3.1260273973,0.6316458581,0.7335957242,0.1039039046,0.9986301661,621,178.4558975161
transformer,BPIC_2020_travel,40,0.75,8,LLL,6,temperature,0.7469135832,0.9237502267,4.2846846847,1.8342465753,0.6872134243,0.8515496265,0.0780780762,0.9972602725,621,178.4558975161
transformer,BPIC_2020_travel,40,0.75,8,LLL,6,greedy,0.7469135832,0.9237502267,4.2018018018,1.4465753425,0.6942861611,0.8858108321,0.0744744763,0.9972602725,621,178.4558975161
transformer,BPIC_2020_travel,40,0.75,8,LLL,7,temperature,0.7469135832,0.9237502267,3.2696696697,0.7178082192,0.7635445206,0.9418911869,0.0630630627,1.0,621,178.4558975161
transformer,BPIC_2020_travel,40,0.75,8,LLL,7,greedy,0.7469135832,0.9237502267,3.2414414414,0.502739726,0.7660063782,0.9606724291,0.0654654652,0.9972602725,621,178.4558975161
transformer,BPIC_2020_travel,40,0.75,9,baseline,5,temperature,0.9170524677,0.9218360533,1.6924924925,3.5342465753,0.8586617158,0.6933902632,0.0522522554,0.6452054977,770,186.7791875461
transformer,BPIC_2020_travel,40,0.75,9,baseline,5,greedy,0.9170524677,0.9218360533,1.5339339339,3.1520547945,0.8726782522,0.7310306757,0.0738738775,0.8575342894,770,186.7791875461
transformer,BPIC_2020_travel,40,0.75,9,baseline,6,temperature,0.9170524677,0.9218360533,0.8072072072,1.9904109589,0.9331643675,0.8344089242,0.0534534529,0.7424657941,770,186.7791875461
transformer,BPIC_2020_travel,40,0.75,9,baseline,6,greedy,0.9170524677,0.9218360533,0.7465465465,1.5863013699,0.9390279041,0.8721400325,0.0564564578,0.8493151069,770,186.7791875461
transformer,BPIC_2020_travel,40,0.75,9,baseline,7,temperature,0.9170524677,0.9218360533,0.3933933934,0.7232876712,0.9677792396,0.9414955723,0.0492492504,0.8876712322,770,186.7791875461
transformer,BPIC_2020_travel,40,0.75,9,baseline,7,greedy,0.9170524677,0.9218360533,0.3435435435,0.5109589041,0.9716913166,0.9597998043,0.0444444455,0.9164384007,770,186.7791875461
transformer,BPIC_2020_travel,40,0.75,9,GLL,5,temperature,0.8940489976,0.9212573419,2.7477477477,3.4054794521,0.7704434213,0.7044142992,0.1759759784,0.9369863272,584,2279.8616808597
transformer,BPIC_2020_travel,40,0.75,9,GLL,5,greedy,0.8940489976,0.9212573419,2.415015015,3.0356164384,0.7995291319,0.7368780392,0.1807807833,0.9808219671,584,2279.8616808597
transformer,BPIC_2020_travel,40,0.75,9,GLL,6,temperature,0.8940489976,0.9212573419,1.6978978979,1.8136986301,0.8617011645,0.8487447391,0.1255255342,0.9589041471,584,2279.8616808597
transformer,BPIC_2020_travel,40,0.75,9,GLL,6,greedy,0.8940489976,0.9212573419,1.418018018,1.3493150685,0.8844727572,0.8887308528,0.1291291267,0.9849315286,584,2279.8616808597
transformer,BPIC_2020_travel,40,0.75,9,GLL,7,temperature,0.8940489976,0.9212573419,0.9285285285,0.6835616438,0.9249213282,0.9447765727,0.1045045108,0.9671233296,584,2279.8616808597
transformer,BPIC_2020_travel,40,0.75,9,GLL,7,greedy,0.8940489976,0.9212573419,0.8252252252,0.5397260274,0.933334091,0.9571683799,0.106306307,0.9794520736,584,2279.8616808597
transformer,BPIC_2020_travel,40,0.75,9,LLL,5,temperature,0.7520736875,0.9178185165,4.7447447447,3.5082191781,0.6380314633,0.6973565583,0.0990990996,0.9972602725,555,160.6429066136
transformer,BPIC_2020_travel,40,0.75,9,LLL,5,greedy,0.7520736875,0.9178185165,4.6432432432,3.1219178082,0.6485485851,0.7328708827,0.0972972959,0.994520545,555,160.6429066136
transformer,BPIC_2020_travel,40,0.75,9,LLL,6,temperature,0.7520736875,0.9178185165,3.8066066066,1.9301369863,0.7091846818,0.8420547175,0.0768768787,0.9972602725,555,160.6429066136
transformer,BPIC_2020_travel,40,0.75,9,LLL,6,greedy,0.7520736875,0.9178185165,3.8774774775,1.4315068493,0.7075419713,0.8864603298,0.0744744763,0.994520545,555,160.6429066136
transformer,BPIC_2020_travel,40,0.75,9,LLL,7,temperature,0.7520736875,0.9178185165,3.0054054054,0.7821917808,0.7760998004,0.9366013798,0.0642642677,0.994520545,555,160.6429066136
transformer,BPIC_2020_travel,40,0.75,9,LLL,7,greedy,0.7520736875,0.9178185165,2.9495495495,0.5260273973,0.7807002929,0.9587578572,0.0630630627,0.994520545,555,160.6429066136
transformer,BPIC_2020_travel,40,0.75,10,baseline,5,temperature,0.9153886967,0.9228821695,1.7123123123,3.501369863,0.8569578786,0.6984927405,0.0534534529,0.6602739692,777,188.8584938156
transformer,BPIC_2020_travel,40,0.75,10,baseline,5,greedy,0.9153886967,0.9228821695,1.5741741742,3.1054794521,0.8694454197,0.734960858,0.0726726726,0.8164383769,777,188.8584938156
transformer,BPIC_2020_travel,40,0.75,10,baseline,6,temperature,0.9153886967,0.9228821695,0.8876876877,1.9136986301,0.9277106383,0.8427454226,0.048648648,0.738356173,777,188.8584938156
transformer,BPIC_2020_travel,40,0.75,10,baseline,6,greedy,0.9153886967,0.9228821695,0.7105105105,1.4438356164,0.9417258066,0.8843745826,0.0552552566,0.8082191944,777,188.8584938156
transformer,BPIC_2020_travel,40,0.75,10,baseline,7,temperature,0.9153886967,0.9228821695,0.4276276276,0.7164383562,0.9651410574,0.9431477584,0.0480480492,0.8753424883,777,188.8584938156
transformer,BPIC_2020_travel,40,0.75,10,baseline,7,greedy,0.9153886967,0.9228821695,0.354954955,0.5452054795,0.9708153247,0.9569787143,0.0492492504,0.8876712322,777,188.8584938156
transformer,BPIC_2020_travel,40,0.75,10,GLL,5,temperature,0.8542148912,0.9304442654,3.7171171171,3.2616438356,0.6906921684,0.7166798223,0.1531531513,0.9575342536,577,2256.8444717731
transformer,BPIC_2020_travel,40,0.75,10,GLL,5,greedy,0.8542148912,0.9304442654,3.3915915916,3.0698630137,0.7179486327,0.7371038083,0.15255256,0.9904109836,577,2256.8444717731
transformer,BPIC_2020_travel,40,0.75,10,GLL,6,temperature,0.8542148912,0.9304442654,2.6042042042,1.7191780822,0.7864594786,0.859071399,0.1219219267,0.9684931636,577,2256.8444717731
transformer,BPIC_2020_travel,40,0.75,10,GLL,6,greedy,0.8542148912,0.9304442654,2.2522522523,1.302739726,0.8165281027,0.8959892992,0.1189189255,0.9917808771,577,2256.8444717731
transformer,BPIC_2020_travel,40,0.75,10,GLL,7,temperature,0.8542148912,0.9304442654,1.7567567568,0.697260274,0.8582899636,0.9437849831,0.0990990996,0.9808219671,577,2256.8444717731
transformer,BPIC_2020_travel,40,0.75,10,GLL,7,greedy,0.8542148912,0.9304442654,1.5447447447,0.3630136986,0.8756593249,0.9713794922,0.0984985009,0.9931507111,577,2256.8444717731
transformer,BPIC_2020_travel,40,0.75,10,LLL,5,temperature,0.7478057455,0.9241119077,4.6864864865,3.5493150685,0.6386698439,0.695516482,0.1015015021,0.9958904386,537,154.2350052423
transformer,BPIC_2020_travel,40,0.75,10,LLL,5,greedy,0.7478057455,0.9241119077,4.6144144144,3.1301369863,0.6478976555,0.7334234509,0.0984985009,0.9958904386,537,154.2350052423
transformer,BPIC_2020_travel,40,0.75,10,LLL,6,temperature,0.7478057455,0.9241119077,3.9291291291,1.9150684932,0.7028424477,0.8447652502,0.0756756812,0.9931507111,537,154.2350052423
transformer,BPIC_2020_travel,40,0.75,10,LLL,6,greedy,0.7478057455,0.9241119077,3.8534534535,1.4287671233,0.709035709,0.8867379821,0.07627628,0.9958904386,537,154.2350052423
transformer,BPIC_2020_travel,40,0.75,10,LLL,7,temperature,0.7478057455,0.9241119077,2.9843843844,0.697260274,0.7758237928,0.9435742445,0.0642642677,0.9931507111,537,154.2350052423
transformer,BPIC_2020_travel,40,0.75,10,LLL,7,greedy,0.7478057455,0.9241119077,3.0108108108,0.5315068493,0.7757829636,0.9582681363,0.0648648664,0.9931507111,537,154.2350052423
transformer,BPIC_2020_travel,40,0.75,11,baseline,5,temperature,0.9171489234,0.9154758801,1.6582582583,3.7945205479,0.8615325011,0.6732563769,0.0600600615,0.5684931874,888,215.302630384
transformer,BPIC_2020_travel,40,0.75,11,baseline,5,greedy,0.9171489234,0.9154758801,1.4546546547,3.2479452055,0.8779626712,0.7236083511,0.075075075,0.8205479383,888,215.302630384
transformer,BPIC_2020_travel,40,0.75,11,baseline,6,temperature,0.9171489234,0.9154758801,0.8630630631,2.1808219178,0.9297235787,0.8193813734,0.0480480492,0.6835616827,888,215.302630384
transformer,BPIC_2020_travel,40,0.75,11,baseline,6,greedy,0.9171489234,0.9154758801,0.6990990991,1.7684931507,0.9432847738,0.855059919,0.0516516529,0.7301369905,888,215.302630384
transformer,BPIC_2020_travel,40,0.75,11,baseline,7,temperature,0.9171489234,0.9154758801,0.4396396396,0.8150684932,0.9646828754,0.9346620715,0.048648648,0.8931506872,888,215.302630384
transformer,BPIC_2020_travel,40,0.75,11,baseline,7,greedy,0.9171489234,0.9154758801,0.3453453453,0.6068493151,0.971626913,0.9524022356,0.0510510504,0.9068493247,888,215.302630384
transformer,BPIC_2020_travel,40,0.75,11,GLL,5,temperature,0.9022231875,0.9226651539,2.4102102102,3.4424657534,0.7983023547,0.701236581,0.1741741747,0.9301370382,556,2176.5092155724
transformer,BPIC_2020_travel,40,0.75,11,GLL,5,greedy,0.9022231875,0.9226651539,2.1381381381,3.1616438356,0.8218459846,0.7287025184,0.1747747809,0.9547945261,556,2176.5092155724
transformer,BPIC_2020_travel,40,0.75,11,GLL,6,temperature,0.9022231875,0.9226651539,1.4726726727,1.8315068493,0.8790048688,0.8486908661,0.1291291267,0.9410958886,556,2176.5092155724
transformer,BPIC_2020_travel,40,0.75,11,GLL,6,greedy,0.9022231875,0.9226651539,1.2768768769,1.4534246575,0.8958035762,0.8817704886,0.1321321428,0.9561644197,556,2176.5092155724
transformer,BPIC_2020_travel,40,0.75,11,GLL,7,temperature,0.9022231875,0.9226651539,0.8708708709,0.6602739726,0.9300992876,0.9468837361,0.1051051095,0.9753425121,556,2176.5092155724
transformer,BPIC_2020_travel,40,0.75,11,GLL,7,greedy,0.9022231875,0.9226651539,0.7225225225,0.4739726027,0.9408105292,0.9627361428,0.1069069058,0.9671233296,556,2176.5092155724
transformer,BPIC_2020_travel,40,0.75,11,LLL,5,temperature,0.7491560578,0.9251969755,5.0714714715,3.504109589,0.6247115496,0.699268455,0.0984985009,0.994520545,617,178.242889687
transformer,BPIC_2020_travel,40,0.75,11,LLL,5,greedy,0.7491560578,0.9251969755,4.8834834835,3.0767123288,0.6393190721,0.7379021433,0.0960960984,0.994520545,617,178.242889687
transformer,BPIC_2020_travel,40,0.75,11,LLL,6,temperature,0.7491560578,0.9251969755,4.1825825826,1.8917808219,0.692495245,0.8471559093,0.0738738775,0.9958904386,617,178.242889687
transformer,BPIC_2020_travel,40,0.75,11,LLL,6,greedy,0.7491560578,0.9251969755,4.1201201201,1.3493150685,0.6972897449,0.8936462615,0.0732732713,0.994520545,617,178.242889687
transformer,BPIC_2020_travel,40,0.75,11,LLL,7,temperature,0.7491560578,0.9251969755,3.3261261261,0.7643835616,0.7601539773,0.938097653,0.0618618652,0.9958904386,617,178.242889687
transformer,BPIC_2020_travel,40,0.75,11,LLL,7,greedy,0.7491560578,0.9251969755,3.2642642643,0.5123287671,0.7645707594,0.960141573,0.0618618652,0.994520545,617,178.242889687
transformer,BPIC_2020_travel,40,0.75,12,baseline,5,temperature,0.9167872314,0.915470312,1.6204204204,3.6876712329,0.8645997533,0.6840083694,0.0570570603,0.5849314928,870,212.0780060352
transformer,BPIC_2020_travel,40,0.75,12,baseline,5,greedy,0.9167872314,0.915470312,1.4408408408,3.0753424658,0.8807188692,0.7350279902,0.0714714751,0.8342465758,870,212.0780060352
transformer,BPIC_2020_travel,40,0.75,12,baseline,6,temperature,0.9167872314,0.915470312,0.8384384384,1.9397260274,0.9310076812,0.8387288376,0.0546546578,0.743835628,870,212.0780060352
transformer,BPIC_2020_travel,40,0.75,12,baseline,6,greedy,0.9167872314,0.915470312,0.7135135135,1.5904109589,0.9416434371,0.8700274851,0.0552552566,0.776712358,870,212.0780060352
transformer,BPIC_2020_travel,40,0.75,12,baseline,7,temperature,0.9167872314,0.915470312,0.4522522523,0.7479452055,0.9632712338,0.9415313739,0.048648648,0.8931506872,870,212.0780060352
transformer,BPIC_2020_travel,40,0.75,12,baseline,7,greedy,0.9167872314,0.915470312,0.3345345345,0.5863013699,0.9727393352,0.954941043,0.0498498529,0.9054794908,870,212.0780060352
transformer,BPIC_2020_travel,40,0.75,12,GLL,5,temperature,0.8459442479,0.9254251271,3.6642642643,3.395890411,0.6967935185,0.7041525928,0.1441441476,0.9260274172,551,2158.4005720089
transformer,BPIC_2020_travel,40,0.75,12,GLL,5,greedy,0.8459442479,0.9254251271,3.3183183183,3.0712328767,0.7251273508,0.7359855757,0.1567567587,0.9767123461,551,2158.4005720089
transformer,BPIC_2020_travel,40,0.75,12,GLL,6,temperature,0.8459442479,0.9254251271,2.781981982,1.7109589041,0.7728582007,0.8557358817,0.1093093157,0.9369863272,551,2158.4005720089
transformer,BPIC_2020_travel,40,0.75,12,GLL,6,greedy,0.8459442479,0.9254251271,2.5723723724,1.402739726,0.7899316258,0.8860710972,0.1147147194,0.9712328911,551,2158.4005720089
transformer,BPIC_2020_travel,40,0.75,12,GLL,7,temperature,0.8459442479,0.9254251271,1.7855855856,0.5767123288,0.8569492269,0.9531787242,0.092492491,0.9630137086,551,2158.4005720089
transformer,BPIC_2020_travel,40,0.75,12,GLL,7,greedy,0.8459442479,0.9254251271,1.6588588589,0.3465753425,0.8665471612,0.9726022585,0.0978979021,0.9863014221,551,2158.4005720089
transformer,BPIC_2020_travel,40,0.75,12,LLL,5,temperature,0.7497588749,0.9249799649,4.7543543544,3.4465753425,0.6379974153,0.7031095297,0.1003003046,0.994520545,536,153.8862986248
transformer,BPIC_2020_travel,40,0.75,12,LLL,5,greedy,0.7497588749,0.9249799649,4.6486486486,3.0794520548,0.6485520204,0.7374287873,0.0990990996,0.9958904386,536,153.8862986248
